25    J0905-5127    mld+96     0.346301152944           3  psj+19     1.05       6  jvk+18     1.330  pks70,pksmb,htru_pks,ghrss

26    B0905-51      mlt+78     0.25355772533            5  lbs+20     17         5  jvk+18     0.341  mol2,pks1,pks70,pksmb,htru_pks,ghrss
27    B0906-49      dmd+88     0.1067690369961          7  lbs+20     20         1  jvk+18     1.000  misc,pks1,pks70,pksmb,htru_pks,FermiAssoc
28    J0921-5202    mlb+12     0.009679813614785        8  lkf+21     0.189      7  sbm+22     0.355  pksmb
29    J0922-4949    mlc+01     0.950288537028           8  mlc+01     0.52       6  mlc+01     2.698  pksmb,htru_pks
30    B0922-52      mlt+78     0.746338052448          12  lbs+20     1.1        3  jvk+18     0.513  mol2,pks1,pks70,pksmb,htru_pks,ghrss

31    B0923-58      mlt+78     0.73950547000            3  lbs+20     6          2  jvk+18     0.107  mol2,pks70,pksmb,htru_pks
32    J0932-5327    lfl+06     4.3921587127             6  lfl+06     0.15       0  lfl+06     0.359  pksmb,htru_pks
33    B0932-52      mlt+78     1.444777140820          17  lbs+20     3.2        9  jvk+18     0.349  mol2,pks1,pks70,pksmb,htru_pks,ghrss
34    J0940-5428    mlc+01     0.087545204308           4  mlc+01     0.66       4  jvk+18     0.377  pksmb,FermiAssoc
35    J0941-5244    mld+96     0.65855761432            1  dsb+98     0.5        1  jk18       0.398  pks70,pksmb,htru_pks

36    B0940-55      wvl69      0.664388681376          14  lbs+20     11         3  jvk+18     0.300  mol1,mol2,pks1,pks70,pksmb,htru_pks
37    B0941-56      mlt+78     0.808164371415          14  jbv+19     1.0        3  jvk+18     0.406  mol2,pks1,pks70,pksmb,htru_pks
38    J0945-4833    kbm+03     0.3315855987755         18  kbm+03     0.39       5  kbm+03     0.352  pksmb,htru_pks
39    J0954-5430    mlc+01     0.47285055917            5  psj+19     0.51       3  jvk+18     0.433  pksmb,htru_pks
40    B0953-52      mlt+78     0.86212201059            3  lbs+20     0.94      10  hfs+04     0.401  mol2,pks70,pksmb,htru_pks,ghrss

41    J0957-5432    mlc+01     0.203556697536           6  mlc+01     0.18       3  mlc+01     0.449  pksmb
42    J1000-5149    kbm+03     0.2556770984252         20  kbm+03     0.26       4  kbm+03     0.127  pksmb,htru_pks
43    B0959-54      wvl69      1.436630853525          19  lbs+20     10         3  jvk+18     0.300  mol1,mol2,pks1,pks70,pksmb,htru_pks
44    J1001-5559    mlc+01     1.66117674023            4  mlc+01     1.4        4  jvk+18     0.432  pksmb,htru_pks
45    J1001-5939    lfl+06     7.7336402649             8  lfl+06     0.15       0  lfl+06     1.240  pksmb,htru_pks

46    J1002-5559    mlc+01     0.7775009067             3  mlc+01     0.12       2  mlc+01     3.270  pksmb
47    J1012-5830    kbm+03     2.1335912144             3  kbm+03     0.08       2  kbm+03     2.799  pksmb,htru_pks
48    B1011-58      jlm+92     0.819926244934           7  lbs+20     1.91       1  jsd+21     3.185  pks1,pks70,pksmb,htru_pks
49    J1013-5934    kbm+03     0.4429009363721         20  lbs+20     2.6        6  jvk+18     3.144  pksmb,htru_pks
50    J1015-5719    kbm+03     0.139881677595           4  kbm+03     3.0        2  jvk+18     2.732  pksmb,htru_pks

51    B1014-53      mlt+78     0.769585866948          12  lbs+20     1.1        4  jvk+18     0.117  mol2,pks1,pksmb,htru_pks
52    J1016-5819    mlc+01     0.0878342610773          6  psj+19     0.36       2  jvk+18     2.587  pksmb,htru_pks
53    J1016-5857    cbm+01     0.1073864584588         15  hfs+04     0.90       5  jvk+18     3.163  pksmb,htru_pks
54    B1015-56      mlt+78     0.5034626204677         18  jbv+19     2.20       1  jsd+21     3.513  mol2,pks1,pks70,pksmb,htru_pks
55    J1019-5749    kbm+03     0.162498709997           8  kbm+03     3.8        2  jvk+18     10.913 pksmb,htru_pks,FermiAssoc

56    J1020-5921    kbm+03     1.23830534423           11  kbm+03     0.2        0  jk18       0.938  pksmb,htru_pks
57    J1020-6026    lfl+06     0.1404812898086         10  psj+19     0.25       1  jvk+18     3.277  pksmb,htru_pks
58    J1021-5601    hfs+04     0.67002629761           14  hfs+04     0.37       5  hfs+04     2.429  pksmb,htru_pks
59    J1022-5813    kbm+03     1.6437260020             5  kbm+03     0.20       3  kbm+03     4.245  pksmb,htru_pks
60    J1031-6117    kbm+03     0.306410837119          10  kbm+03     0.12       2  kbm+03     3.383  pksmb

61    J1032-5206    hfs+04     2.40762231135           12  hfs+04     0.19       3  hfs+04     2.096  pksmb,htru_pks
62    B1030-58      mlt+78     0.464212626601           7  lbs+20     1.1        2  jvk+18     3.005  mol2,pks70,pksmb,htru_pks
63    J1035-6345    kbm+03     0.579576736318           6  kbm+03     0.24       3  kbm+03     2.167  pksmb,htru_pks
64    B1036-58      jlm+92     0.661992094032          11  jml+95     2.3        9  jvk+18     0.917  pks1,pksmb,htru_pks
65    B1039-55      mlt+78     1.170867244109           3  lbs+20     0.62       7  hfs+04     2.789  mol2,pks1,pks70,pksmb,htru_pks

66    J1043-6116    kbm+03     0.288605287388           4  psj+19     1.39       7  jvk+18     3.055  pksmb,htru_pks
67    B1044-57      mlt+78     0.369428087894          11  jbv+19     1.37       1  jsd+21     2.340  mol2,pks1,pks70,pksmb,htru_pks
68    B1046-58      jlm+92     0.123725343351           4  jbv+19     9.1        5  jvk+18     2.900  pks1,pksmb,htru_pks
69    J1048-5838    kle+10     1.231304776630           4  jcs+17     *          0  *          1.008  pksmb
70    J1049-5833    mlc+01     2.2023250770             3  mlc+01     0.7        1  jk18       3.004  pksmb,htru_pks

71    J1052-5954    kbm+03     0.180591500693          10  kbm+03     0.147      9  jvk+18     3.143  pksmb
72    J1052-6348    hfs+04     0.383830423532          15  hfs+04     0.11       2  hfs+04     1.994  pksmb
73    J1054-5943    kbm+03     0.346908957903          13  kbm+03     0.31       4  kbm+03     2.585  pksmb,htru_pks
74    J1054-6452    hfs+04     1.8400035414             3  hfs+04     0.25       4  hfs+04     2.342  pksmb,htru_pks
75    J1055-6022    hfs+04     0.9475584093             3  hfs+04     0.2        0  jk18       3.597  pksmb,htru_pks

76    J1055-6028    kel+09     0.099660833480           3  kel+09     0.95       5  jvk+18     3.830  pksmb,htru_pks
77    J1055-6236    kbm+03     0.44863544246            3  kbm+03     0.12       2  kbm+03     1.883  pksmb,htru_pks
78    J1056-5709    mlc+01     0.67608189374            8  mlc+01     0.11       2  mlc+01     3.062  pksmb,htru_pks
79    B1054-62      mlt+78     0.4224505316190         18  jbv+19     34         8  jvk+18     2.400  mol2,pks1,pks70,pksmb,htru_pks
80    J1058-5957    kbm+03     0.616270272343          16  kbm+03     0.6        1  jvk+18     2.588  pksmb,htru_pks

81    B1056-57      mlt+78     1.185002619791          12  lbs+20     2.0        6  jvk+18     1.645  mol2,pks1,pks70,pksmb,htru_pks
82    J1103-6025    kbm+03     0.396586748928           5  kbm+03     0.17       3  kbm+03     2.378  pksmb,htru_pks
83    J1104-6103    kmj+96     0.2809053015394         18  kmj+96     0.24       3  hfs+04     1.327  misc,pksmb,htru_pks
84    J1105-6107    kbm+97     0.0632021309179          8  jbv+19     1.20       7  jvk+18     2.360  misc,pksmb,htru_pks
85    J1106-6438    hfs+04     2.7179341360             3  hfs+04     0.19       3  hfs+04     2.153  pksmb,htru_pks

86    J1107-5907    lfl+06     0.252773323418           6  lfl+06     0.18       0  lfl+06     0.115  pksmb,htru_pks
87    B1105-59      mlt+78     1.5165309654            12  nmc81      0.3        1  jk18       1.915  mol2,pks70,pksmb,htru_pks
88    J1107-6143    kbm+03     1.7993956675             4  kbm+03     0.38       5  kbm+03     2.937  pksmb,htru_pks
89    B1107-56      jlm+92     0.558254373368           7  lbs+20     3.29       2  jsd+21     2.447  pks1,pks70,pksmb,htru_pks
90    J1112-6103    mlc+01     0.064961851894           3  mlc+01     2.3        1  jvk+18     4.464  pksmb,htru_pks

91    B1110-65      mlt+78     0.33421383999            6  lbs+20     1.7        4  jvk+18     2.534  mol2,pks70,pkssw,pksmb,htru_pks
92    B1112-60      jlm+92     0.880858250434          16  lbs+20     5.36       2  jsd+21     5.477  pks1,pksmb,htru_pks
93    J1115-6052    mlc+01     0.259779370692           7  psj+19     0.48       3  jvk+18     2.185  pksmb,htru_pks
94    J1117-6154    kbm+03     0.50509714918            5  kbm+03     1.6        3  jvk+18     3.976  pksmb,htru_pks
95    J1117-6447    kbm+03     1.1552719604             3  kbm+03     0.14       2  kbm+03     2.752  pksmb

96    J1119-6127    ckl+00     0.40796298356            9  wje11      1.09       6  jvk+18     8.400  pksmb,htru_pks
97    B1119-54      mlt+78     0.535786513915           9  jbv+19     1.5        4  jvk+18     2.324  mol2,pks70,pksmb,pkssw,htru_pks
98    J1123-6102    mlc+01     0.64023374765            3  mlc+01     1.1        2  jvk+18     3.487  pksmb,htru_pks
99    J1123-6259    lml+98     0.2714373118173          8  lbs+20     0.51       3  jvk+18     2.187  pks70,pksmb,htru_pks
100   J1123-6651    lml+98     0.232976432603           2  dsb+98     0.6        1  jk18       1.675  pks70,pksmb,htru_pks

101   J1124-5638    kbm+03     0.185559973402          11  kbm+03     0.31       4  kbm+03     2.639  pksmb,htru_pks
102   J1124-6421    kbm+03     0.47909858452            7  kbm+03     0.19       3  kbm+03     2.702  pksmb,htru_pks
103   J1125-6014    fsk+04     0.002630380781478504    14  rsc+21     1.32       2  sbm+22     0.988  pksmb,htru_pks
104   B1124-60      jlm+92     0.202736911853           3  jml+95     1.4        3  jk18       2.426  pks1,pksmb,htru_pks
105   J1128-6219    kbm+03     0.51598351050           11  kbm+03     0.27       4  kbm+03     7.401  pksmb,htru_pks

106   J1130-5826    kbm+03     0.162323475501           3  kbm+03     0.18       3  kbm+03     2.408  pksmb,htru_pks
107   J1130-5925    mlc+01     0.68098383242            6  mlc+01     0.12       2  mlc+01     2.387  pksmb,htru_pks
108   J1132-5627    kbm+03     0.175166247082          10  kbm+03     0.09       2  kbm+03     2.911  pksmb,htru_pks
109   B1131-62      jlm+92     1.02287514082            9  jml+95     7          1  jvk+18     7.448  pks1,pksmb,htru_pks
110   J1137-6700    lml+98     0.55621605570            2  dsb+98     1.5        3  jk18       2.603  pks70,pksmb,htru_pks

111   J1138-6207    mlc+01     0.117563794023           3  mlc+01     0.57       3  jvk+18     7.183  pksmb,htru_pks
112   J1141-6545    klm+00a    0.3938988148378          7  mks+10     2.4        7  jvk+18     10.000 pksmb,htru_pks
113   J1142-6230    mlc+01     0.55838338569           10  mlc+01     0.26       4  mlc+01     3.483  pksmb,htru_pks
114   J1144-6146    mlc+01     0.98778306934           16  mlc+01     0.45       6  mlc+01     1.395  pksmb,htru_pks
115   J1144-6217    mlc+01     0.85066494337            4  mlc+01     0.20       3  mlc+01     2.645  pksmb,htru_pks

116   B1143-60      mlt+78     0.2733745086436          8  lbs+20     3.2        6  jvk+18     1.634  mol2,pks1,pks70,pksmb,htru_pks
117   J1146-6610    mlb+12     0.003722312502674        2  lkf+21     0.55       4  lkf+21     1.793  pksmb
118   J1148-5725    lfl+06     3.5599372320             7  lfl+06     0.12       0  lfl+06     2.063  pksmb
119   J1148-6415    kbm+03     3.2410285031             8  kbm+03     0.06       2  kbm+03     2.454  pksmb,htru_pks
120   J1152-5800    hfs+04     1.7898294664             5  hfs+04     0.12       2  hfs+04     2.156  pksmb

121   J1152-6012    kbm+03     0.37656956576            5  kbm+03     0.17       3  kbm+03     1.367  pksmb,htru_pks
122   J1154-6250    kbm+03     0.28201171065            3  kbm+03     0.07       2  kbm+03     1.358  pksmb
123   J1156-5707    hfs+04     0.28841677391            5  psj+19     0.27       2  jvk+18     2.848  pksmb
124   B1154-62      lvw69b     0.400525716696           4  jbv+19     14         3  jvk+18     4.000  mol1,mol2,pks1,pks70,pksmb,htru_pks
125   J1159-6409    kbm+03     0.66748553354            6  kbm+03     0.47       6  kbm+03     2.035  pksmb,htru_pks

126   J1201-6306    kbm+03     0.59213602908            5  kbm+03     0.13       2  kbm+03     9.538  pksmb,htru_pks
127   B1159-58      mlt+78     0.452803097537           5  jbv+19     3          8  jvk+18     1.887  mol2,pks1,pks70,pksmb,htru_pks
128   J1210-6550    hfs+04     4.2370102164            18  hfs+04     0.17       3  hfs+04     0.923  pksmb
129   J1211-6324    kbm+03     0.433083926199          17  kbm+03     0.45       6  kbm+03     8.049  pksmb,htru_pks
130   J1214-5830    kbm+03     0.90982270118            4  kbm+03     0.14       2  kbm+03     1.883  pksmb,htru_pks

131   J1216-6223    mlc+01     0.3740530135813         20  psj+19     0.23       1  jvk+18     18.316 pksmb
132   J1216-6410    fsk+04     0.003539375658423        3  lfl+06     1.15       2  sbm+22     1.098  pksmb,htru_pks
133   J1220-6318    mlc+01     0.78921201205            8  mlc+01     0.68       8  mlc+01     8.948  pksmb,htru_pks
134   J1222-5738    kbm+03     1.0811635266            13  kbm+03     0.11       2  kbm+03     1.408  pksmb
135   J1224-6208    mlc+01     0.58576120812            4  mlc+01     0.23       3  mlc+01     9.876  pksmb,htru_pks

136   B1221-63      kac+73     0.216479797870           3  psj+19     8.9        5  jvk+18     4.000  misc,mol2,pks1,pks70,pksmb,htru_pks
137   J1225-6035    kbm+03     0.626323941978          18  kbm+03     0.26       4  kbm+03     2.194  pksmb,htru_pks
138   B1222-63      mlt+78     0.4196177915             3  nmc81      1.26       1  jsd+21     9.846  mol2,pks70,pksmb,htru_pks
139   J1227-6208    mic13      0.03452783464780         2  btb+15     0.272      2  sbm+22     9.469  pksmb,htru_pks
140   J1231-6303    kbm+03     1.35123639261            6  lbs+20     1.5       16  kbm+03     8.279  pksmb,htru_pks

141   J1232-6501    clm+01     0.0882819082341          4  clm+01     0.34       4  mlc+01     5.423  pksmb,htru_pks
142   J1233-6312    kbm+03     0.5647593892             4  kbm+03     0.25       4  kbm+03     10.020 pksmb,htru_pks
143   J1233-6344    kbm+03     0.75689193363            7  kbm+03     0.07       2  kbm+03     10.379 pksmb,htru_pks
144   J1235-6354    kbm+03     0.256777653406          12  kbm+03     0.16       3  kbm+03     10.296 pksmb,htru_pks
145   J1237-6725    kbm+03     2.11097411794           14  kbm+03     0.4        1  jk18       3.036  pksmb,htru_pks

146   B1236-68      mlt+78     1.301922529969           4  lbs+20     0.96      11  hfs+04     1.575  mol2,pks70,pkssw,pksmb,htru_pks
147   J1243-5735    kbm+03     0.47122487769           16  kbm+03     0.14       2  kbm+03     14.144 pksmb
148   B1240-64      lvw69a     0.3884851271101          4  jbv+19     34.2      68  jk18       2.000  mol1,mol2,pks1,pks70,pksmb,htru_pks
149   J1244-6531    kel+09     1.5468189400             3  kel+09     0.17       0  kel+09     10.862 pksmb,htru_pks
150   J1245-6238    mlc+01     2.2830933508             3  mlc+01     0.14       2  mlc+01     9.956  pksmb,htru_pks

151   J1248-6344    kbm+03     0.198335136357           8  kbm+03     0.20       1  jvk+18     10.699 pksmb
152   J1249-6507    kbm+03     0.43444487308            3  kbm+03     0.10       2  kbm+03     5.123  pksmb,htru_pks
153   J1252-6314    mlc+01     0.82333927128            6  mlc+01     0.66       8  mlc+01     7.317  pksmb,htru_pks
154   J1253-5820    mld+96     0.2554963274098          7  dsb+98     4.1        8  jk18       1.641  pks70,pksmb,htru_pks,FermiAssoc
155   J1254-6150    kbm+03     0.184502203069           7  kbm+03     0.15       3  kbm+03     1.531  pksmb

156   J1255-6131    kbm+03     0.65797363034            3  kbm+03     0.13       2  kbm+03     4.824  pksmb,htru_pks
157   B1256-67      mlt+78     0.6633301152             3  lbs+20     1.30      14  hfs+04     1.574  mol2,pks70,pksmb,htru_pks
158   J1301-6305    mlc+01     0.18452809509            6  mlc+01     0.49       3  jvk+18     10.717 pksmb,htru_pks
159   J1301-6310    kbm+03     0.66382964770            4  kbm+03     0.11       2  kbm+03     1.458  pksmb
160   J1302-63      nj98       0.32572433               1  nj98       0.10       2  hfs+04     25.000 misc,pksmb,htru_pks

161   J1302-6313    kbm+03     0.9678462129             4  kbm+03     0.18       3  kbm+03     11.331 pksmb
162   B1259-63      jlm+92     0.0477625075             4  sjm14      4.5        3  jvk+18     2.632  pks1,pksmb,htru_pks
163   J1303-6305    mlc+01     2.3066415539             4  mlc+01     0.36       5  mlc+01     10.248 pksmb,htru_pks
164   J1305-6203    mlc+01     0.427773663317          11  psj+19     0.67       4  jvk+18     11.586 pksmb,htru_pks
165   J1305-6256    mlc+01     0.47823093284           12  mlc+01     0.32       4  mlc+01     25.000 pksmb,htru_pks

166   B1302-64      mlt+78     0.571651789863           7  lbs+20     2.1        4  jk18       11.900 mol2,pks1,pks70,pksmb,htru_pks
167   J1305-66      kek+13     0.1972763                2  kek+13     0.2        0  kek+13     11.627 pksmb
168   J1306-6242    kbm+03     0.98190211848            9  kbm+03     0.14       2  kbm+03     11.430 pksmb,htru_pks
169   B1303-66      jlm+92     0.473027799896           5  lbs+20     4.91       2  jsd+21     15.872 pks1,pksmb,htru_pks
170   J1307-6318    mlc+01     4.9624272525            20  mlc+01     1.4        5  mlc+01     10.783 pksmb,htru_pks

171   J1307-67      kkl+11     3.65120                  8  bbj+11     *          0  *          1.093  pksmb,htru_pks
172   J1308-5844    lfl+06     0.4646997488             7  lfl+06     0.21       0  lfl+06     6.462  pksmb,htru_pks
173   J1309-6415    mlc+01     0.6194535568             3  mlc+01     0.21       3  mlc+01     11.977 pksmb,htru_pks
174   J1309-6526    kbm+03     0.398292162785          20  kbm+03     0.15       3  kbm+03     11.256 pksmb
175   J1312-6400    mlc+01     2.43743249609           11  mlc+01     0.75       8  mlc+01     1.526  pksmb,htru_pks

176   J1314-6101    kbm+03     2.9483896038            15  kbm+03     0.41       5  kbm+03     8.539  pksmb,htru_pks
177   J1316-6232    cmk01      0.34282539844            6  cmk01      0.74       8  hfs+04     25.000 misc,pksmb,htru_pks
178   J1317-5759    mll+06     2.64219851320            5  mlk+09     *          0  *          3.765  pksmb
179   J1317-6302    mlc+01     0.26127055606            3  mlc+01     1.6        3  jk18       12.771 pksmb,htru_pks
180   B1316-60      jlm+92     0.284352671928           8  lbs+20     1.3        3  jk18       11.852 pks1,pksmb,htru_pks

181   J1319-6105    kbm+03     0.421118114249           6  kbm+03     0.84       9  kbm+03     12.173 pksmb,htru_pks
182   J1321-5922    kel+09     1.27905759523            7  kel+09     0.19       0  kel+09     25.000 pksmb
183   J1322-62      kek+13     1.044851                 4  kek+13     0.3        0  kek+13     15.752 pksmb
184   J1322-6241    mlc+01     0.50605841373            5  mlc+01     0.37       5  mlc+01     12.236 pksmb,htru_pks
185   J1322-6329    kbm+03     2.7642094208             5  kbm+03     0.17       3  kbm+03     12.376 pksmb

186   J1324-6146    kbm+03     0.8441085753             3  kbm+03     0.73       8  kbm+03     25.000 pksmb,htru_pks
187   J1324-6302    kbm+03     2.48380369300           10  kbm+03     0.23       3  kbm+03     11.685 pksmb,htru_pks
188   B1323-58      mlt+78     0.477993612757           5  jbv+19     18.0      36  jk18       3.000  mol2,pks1,pks70,pksmb,htru_pks
189   B1323-63      mlt+78     0.79267387666            6  lbs+20     1.9        4  jk18       11.992 mol2,pks70,pksmb,htru_pks
190   B1322-66      mlt+78     0.543015040685          18  jbv+19     13.6      27  jk18       6.697  mol2,pksmb,htru_pks

191   B1323-62      kac+73     0.529929186747           9  jbv+19     21.0      42  jk18       4.000  misc,mol2,pks1,pks70,pksmb,htru_pks
192   B1323-627     jlm+92     0.1964799448668         16  lbs+20     4.2        8  jk18       6.218  pks1,pksmb,htru_pks
193   J1327-6400    mlc+01     0.280677974168          13  mlc+01     0.21       2  jvk+18     12.991 pksmb,htru_pks
194   J1329-6158    kbm+03     1.5652179638             8  kbm+03     0.22       3  kbm+03     11.872 pksmb,htru_pks
195   J1334-5839    mld+96     0.1077182159234          2  dsb+98     0.62       7  hfs+04     2.495  pks70,pksmb,htru_pks

196   J1337-6306    hfs+04     0.207953012189           4  hfs+04     0.11       2  hfs+04     12.932 pksmb
197   B1334-61      jlm+92     1.23900057924            4  lbs+20     5.9       12  jk18       12.363 pks1,pksmb,htru_pks
198   J1339-6618    kbm+03     0.55817922185            5  kbm+03     0.23       3  kbm+03     7.327  pksmb,htru_pks
199   B1336-64      mlt+78     0.37862206628            4  nmc81      0.9        2  jk18       1.402  mol2,pks70,pksmb,htru_pks
200   J1341-6023    mlc+01     0.627285365870          16  mlc+01     0.63       7  mlc+01     7.278  pksmb,htru_pks

201   B1338-62      mdt85      0.193339746306          19  wmp+00     2.7        1  jvk+18     12.599 misc,pks1,pksmb,htru_pks
202   J1344-6059    kbm+03     0.54010232140            6  kbm+03     0.19       3  kbm+03     7.414  pksmb,htru_pks
203   J1345-6115    mlc+01     1.25308459010           18  mlc+01     0.59       7  mlc+01     5.565  pksmb,htru_pks
204   J1347-5947    mlc+01     0.609961754304          15  mlc+01     0.67       8  mlc+01     6.285  pksmb,htru_pks
205   J1348-6307    mlc+01     0.9277722389             3  mlc+01     0.51       6  mlc+01     10.640 pksmb,htru_pks

206   J1349-6130    mlc+01     0.259364764102          13  psj+19     0.76       4  jvk+18     5.480  pksmb,htru_pks
207   J1352-6803    ebvb01     0.628902546380          16  ebvb01     1.0        2  jk18       9.902  pkssw,pksmb,htru_pks
208   J1354-6249    kbm+03     2.951938334              3  kbm+03     0.24       3  kbm+03     5.159  pksmb,htru_pks
209   J1355-5747    lfl+06     2.0386738254             4  lfl+06     0.36       0  lfl+06     6.443  pksmb,htru_pks
210   J1355-5925    kbm+03     1.21338122674            5  kbm+03     0.55       7  kbm+03     7.208  pksmb,htru_pks

211   J1355-6206    kbm+03     0.276603043150          10  kbm+03     0.54       6  kbm+03     7.542  pksmb,htru_pks
212   B1353-62      kac+73     0.455761                 1  jlm+92     13.2      26  jk18       6.481  misc,pks1,pksmb,htru_pks
213   J1357-6429    lfl+06     0.166108327507          14  lfl+06     0.52       3  jvk+18     3.100  pksmb,htru_pks
214   B1356-60      mlt+78     0.1275084662167          4  jbv+19     12.5       6  jvk+18     5.000  mol2,pks1,pks70,pksmb,htru_pks
215   B1358-63      mlt+78     0.84280532179            6  lbs+20     7.1       14  jk18       1.800  mol2,pks1,pks70,pksmb,htru_pks

216   J1403-6310    kbm+03     0.39917017693            5  kbm+03     0.65       7  kbm+03     5.667  pksmb,htru_pks
217   J1405-5641    lfl+06     0.61757468514            4  lfl+06     0.10       0  lfl+06     12.383 pksmb,htru_pks
218   J1406-5806    kbm+03     0.28834924425            5  kbm+03     0.84       9  kbm+03     5.567  pksmb,htru_pks
219   J1406-6121    mlc+01     0.213074653776          14  mlc+01     0.44       3  jvk+18     7.292  pksmb,htru_pks
220   J1407-6048    mlc+01     0.49234420664            5  mlc+01     0.20       3  mlc+01     7.860  pksmb,htru_pks

221   J1407-6153    mlc+01     0.7016149492             3  mlc+01     0.36       5  mlc+01     8.205  pksmb,htru_pks
222   J1412-6111    mlc+01     0.52915639797            4  mlc+01     0.44       5  mlc+01     5.284  pksmb,htru_pks
223   J1412-6145    mlc+01     0.31525843337           13  psj+19     0.69       4  jvk+18     7.097  pksmb,htru_pks
224   J1413-6141    kbm+03     0.28562462018           16  kbm+03     0.82       4  jvk+18     8.469  pksmb,htru_pks
225   J1413-6222    mlc+01     0.29240770249            3  mlc+01     0.96       1  mlc+01     13.087 pksmb,htru_pks

226   B1409-62      jlm+92     0.394945790784           2  jml+95     1.2        2  jk18       3.037  pks1,pksmb,htru_pks
227   J1415-6621    ebvb01     0.39247897310            5  hfs+04     0.5        1  jk18       10.428 pkssw,pksmb,htru_pks
228   J1416-6037    mlc+01     0.29558048193            3  mlc+01     0.70       8  mlc+01     5.083  pksmb,htru_pks
229   J1418-5945    kbm+03     1.6725956812             3  kbm+03     0.18       3  kbm+03     6.140  pksmb,htru_pks
230   J1420-5625    hfs+04     0.03411713084786        12  hfs+04     0.121      4  sbm+22     1.328  pksmb

231   J1420-6048    dkm+01     0.06817987659            2  dkm+01     1.19       6  jvk+18     5.632  pksmb,htru_pks
232   J1424-5556    hfs+04     0.770374845874          18  hfs+04     0.38       5  hfs+04     6.205  pksmb,htru_pks
233   J1424-5822    kbm+03     0.36673618809           13  lbs+20     1.3        3  jk18       6.695  pksmb,htru_pks
234   J1424-6438    kbm+03     1.02350369913            9  kbm+03     0.24       3  kbm+03     6.079  pksmb
235   J1425-5723    kbm+03     0.35326292024            8  kbm+03     0.24       3  kbm+03     1.065  pksmb,htru_pks

236   J1425-5759    kbm+03     0.70786760576            4  kbm+03     0.09       2  kbm+03     7.636  pksmb,htru_pks
237   J1425-6210    mlc+01     0.50173030987            8  mlc+01     0.19       3  mlc+01     6.851  pksmb,htru_pks
238   B1424-55      mlt+78     0.570292409826           4  lbs+20     7.67       1  jsd+21     1.897  mol2,pks70,pksmb,htru_pks
239   J1429-5935    mlc+01     0.76391483053            8  mlc+01     0.11       2  mlc+01     7.685  pksmb
